PetID,PetType,Breed,AgeMonths,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,AdoptionLikelihood
2333,Dog,Labrador,156,Orange,Small,6.898977063751136,1,0,55,114,0,1
651,Rabbit,Rabbit,60,Orange,Medium,2.004870584606495,1,1,45,109,1,0
1042,Cat,Persian,70,Gray,Small,2.0430069301889717,1,1,5,42,0,0
2067,Dog,Poodle,24,White,Large,13.39766540768762,1,0,61,424,0,0
2106,Rabbit,Rabbit,132,Orange,Large,8.969136512269117,1,0,21,393,0,0
1857,Bird,Parakeet,75,Orange,Medium,10.30125967799552,1,1,79,321,0,0
1685,Dog,Poodle,134,Gray,Medium,26.844823124652475,1,0,58,386,0,1
1357,Rabbit,Rabbit,179,Gray,Small,18.330782537041355,1,1,72,9,0,0
2392,Bird,Parakeet,39,Gray,Medium,15.856710466548527,1,0,41,107,0,0
1440,Rabbit,Rabbit,179,Orange,Medium,25.906405919013547,0,0,53,322,0,0
1051,Bird,Parakeet,36,Brown,Medium,1.8832764340444077,0,0,21,213,0,0
2493,Bird,Parakeet,115,Orange,Small,24.967155921194426,1,0,37,358,1,1
1601,Dog,Golden Retriever,173,Black,Medium,13.660869930512908,1,0,59,391,1,1
1643,Cat,Persian,113,Black,Small,10.069492369463603,1,1,89,482,1,0
2468,Bird,Parakeet,59,White,Medium,3.753655775131599,1,0,17,104,1,1
1375,Rabbit,Rabbit,164,White,Medium,4.076661608774366,0,0,9,128,0,0
1022,Dog,Golden Retriever,154,Orange,Large,29.142717917638823,1,0,57,237,0,0
616,Bird,Parakeet,10,Black,Small,9.420494675633748,1,0,73,62,1,1
1046,Rabbit,Rabbit,108,White,Large,9.101010537005571,0,1,48,62,1,0
1951,Bird,Parakeet,157,White,Large,15.967909335560435,0,0,20,393,1,0
650,Cat,Siamese,146,White,Large,10.324457256311884,1,0,46,193,1,0
1926,Dog,Poodle,119,Gray,Small,1.701975288253365,0,0,67,265,0,0
1885,Bird,Parakeet,120,Orange,Large,18.967478518581128,0,0,3,327,0,0
1146,Bird,Parakeet,76,White,Small,27.08841724813384,1,0,1,94,0,0
1765,Cat,Persian,115,Gray,Small,16.845323549140346,0,0,31,299,0,0
2438,Rabbit,Rabbit,6,Brown,Large,12.830915463966068,1,0,23,134,0,1
836,Cat,Siamese,22,Gray,Medium,21.36254619071021,1,1,1,9,0,1
1502,Rabbit,Rabbit,88,Brown,Large,26.2494725782153,1,0,75,88,0,0
541,Dog,Labrador,106,Black,Medium,7.1780242754546615,0,0,79,333,1,1
1012,Bird,Parakeet,113,Gray,Large,16.86482673663482,1,1,59,110,0,0
2344,Cat,Siamese,24,Orange,Large,29.730664200070045,0,0,47,106,0,1
1961,Dog,Poodle,172,Gray,Medium,19.94096526546381,0,0,55,54,0,0
1681,Cat,Persian,124,Orange,Large,17.5772031074738,1,0,52,322,0,0
2451,Rabbit,Rabbit,15,Gray,Medium,13.53418243996568,1,0,59,219,0,0
1208,Cat,Siamese,60,White,Small,9.09517986344683,1,1,57,88,0,0
2355,Bird,Parakeet,62,Brown,Large,19.106808239784694,1,0,4,266,0,0
1828,Dog,Poodle,113,Black,Small,10.889584995424984,0,0,46,130,0,0
503,Bird,Parakeet,97,White,Small,3.339423254344144,0,0,61,217,1,0
1730,Cat,Siamese,179,Orange,Small,22.96532799782642,1,0,26,134,1,0
2099,Rabbit,Rabbit,111,Orange,Medium,1.8285566139963023,1,1,18,198,1,0
1660,Cat,Persian,88,Gray,Large,15.264166835598996,1,0,61,158,0,0
1180,Dog,Poodle,44,Gray,Small,18.45745923625912,1,0,59,258,0,0
2399,Dog,Golden Retriever,31,Gray,Medium,9.40653970648193,0,0,19,67,0,1
1248,Dog,Labrador,156,Gray,Large,10.837882875337144,0,0,80,476,0,0
722,Dog,Labrador,52,Orange,Medium,12.295964752416852,0,0,65,305,1,1
1888,Dog,Golden Retriever,27,Gray,Medium,17.143779527770853,1,0,34,364,0,1
707,Bird,Parakeet,79,Gray,Medium,19.836745799506154,1,0,24,41,0,1
1214,Dog,Labrador,109,Gray,Medium,18.616680863348503,1,1,34,240,1,1
2448,Cat,Persian,109,White,Large,24.36458599223842,1,0,74,342,0,0
782,Rabbit,Rabbit,135,White,Small,15.50842504166721,1,0,8,178,1,0
529,Rabbit,Rabbit,35,Brown,Large,28.646174793827857,0,1,67,209,0,0
2396,Bird,Parakeet,149,Gray,Medium,20.18198668177993,1,0,58,51,1,0
633,Dog,Labrador,141,Gray,Large,27.595226604624585,1,0,88,88,0,1
2055,Dog,Golden Retriever,81,Gray,Small,16.928786307104836,0,0,40,122,0,0
2423,Rabbit,Rabbit,96,Black,Large,15.330570503002328,1,1,84,40,0,1
571,Bird,Parakeet,38,Orange,Large,21.205889633126727,0,0,37,238,0,0
1360,Bird,Parakeet,19,Gray,Small,28.03174389363893,1,0,31,246,1,1
2053,Cat,Siamese,24,White,Medium,15.160979641949508,1,1,2,464,0,0
1609,Rabbit,Rabbit,156,White,Small,1.3888741622915703,0,0,30,421,0,0
627,Rabbit,Rabbit,54,Orange,Small,20.25695796022821,1,0,86,62,0,0
1030,Dog,Golden Retriever,5,Orange,Small,21.473572715473736,0,0,32,176,0,0
557,Rabbit,Rabbit,104,Black,Small,24.635444183608296,0,0,75,69,0,0
1882,Rabbit,Rabbit,34,White,Medium,13.320027462130115,1,1,65,205,0,0
1450,Bird,Parakeet,86,White,Small,2.6883078501848496,1,0,34,90,0,0
1318,Bird,Parakeet,38,Orange,Small,5.010212028737684,0,0,14,144,1,0
1879,Cat,Siamese,13,Orange,Medium,15.763373028427662,1,0,85,208,1,1
1576,Bird,Parakeet,144,Black,Small,5.456839938410158,1,0,5,370,0,0
1064,Cat,Siamese,144,Orange,Small,22.16334483563676,1,1,20,320,0,0
1322,Cat,Siamese,117,White,Small,8.957939909010879,1,0,54,210,0,0
2478,Bird,Parakeet,134,Black,Small,2.40140785680651,0,1,36,195,0,0
2503,Rabbit,Rabbit,124,Brown,Small,4.7269543848793765,1,1,59,150,0,0
2090,Bird,Parakeet,55,Orange,Medium,15.516845794000664,1,0,63,259,0,1
2134,Rabbit,Rabbit,25,Black,Medium,24.502660982853133,0,1,54,121,1,0
2220,Dog,Golden Retriever,141,White,Large,17.809341287852728,0,0,83,455,0,0
2152,Cat,Persian,26,Orange,Medium,14.713500344105809,0,0,75,396,1,0
1655,Dog,Poodle,109,White,Medium,10.479904628612587,1,1,45,136,0,0
2007,Cat,Siamese,124,Black,Small,21.247041960732247,1,0,36,354,0,0
2276,Cat,Persian,17,Orange,Small,22.082359666324496,1,0,54,182,0,1
1966,Rabbit,Rabbit,141,Black,Medium,2.598179558279336,0,0,71,473,1,0
1519,Dog,Poodle,108,Gray,Small,15.752066281151905,1,1,74,287,0,0
1361,Dog,Poodle,28,Brown,Medium,23.336634203846327,1,0,63,359,0,1
2065,Rabbit,Rabbit,12,Gray,Small,8.947206101424,0,0,49,33,0,0
884,Rabbit,Rabbit,157,Gray,Medium,26.17788919759039,1,0,63,99,0,1
695,Rabbit,Rabbit,63,Orange,Large,22.62322164309456,1,0,14,227,0,0
1721,Dog,Labrador,68,Brown,Large,10.12934670869648,1,0,15,420,0,1
539,Dog,Golden Retriever,47,Brown,Medium,16.55924264341,0,0,22,340,1,0
1782,Bird,Parakeet,179,White,Medium,21.166909458122007,1,1,15,29,1,0
1365,Bird,Parakeet,73,Gray,Medium,16.010384486560426,1,0,57,57,1,1
1600,Dog,Golden Retriever,99,White,Large,9.228619788853225,1,0,17,46,1,0
1537,Cat,Persian,175,Orange,Large,24.80436686444068,1,0,17,416,0,0
1129,Dog,Golden Retriever,65,White,Medium,6.139236649484968,1,1,10,427,0,0
2113,Dog,Poodle,124,Brown,Small,12.950800492535324,1,0,68,408,0,0
1053,Rabbit,Rabbit,152,Gray,Large,25.78557620014364,1,1,39,430,0,0
522,Dog,Labrador,3,Gray,Large,15.57627335301635,1,0,50,369,1,1
1068,Rabbit,Rabbit,73,Brown,Medium,25.892712794870096,0,0,51,135,1,0
2143,Rabbit,Rabbit,65,Brown,Medium,25.378346699754637,1,0,51,218,0,1
2120,Cat,Persian,133,Black,Small,21.88294798163509,1,0,6,331,0,0
1786,Rabbit,Rabbit,109,Gray,Large,16.525755306513435,1,0,74,471,1,0
2253,Dog,Golden Retriever,93,Brown,Small,2.6051438873247603,1,0,88,163,0,0
1561,Cat,Persian,10,Black,Large,25.90380874266633,0,0,49,306,0,0
2467,Cat,Siamese,132,Brown,Medium,3.7561669788969634,1,0,74,285,0,0
940,Dog,Golden Retriever,54,Gray,Medium,24.09228480534123,0,0,74,95,0,0
1995,Bird,Parakeet,37,Brown,Small,29.52822376591317,1,1,22,48,1,0
2068,Cat,Siamese,29,White,Medium,8.894975732675295,1,0,42,405,0,1
871,Rabbit,Rabbit,50,Orange,Medium,8.750501869264792,1,0,74,211,0,1
576,Rabbit,Rabbit,66,Brown,Small,24.265226197818308,1,0,67,16,1,0
1298,Cat,Persian,91,Black,Small,2.83246009896097,0,1,61,443,1,0
1239,Dog,Poodle,129,Orange,Medium,1.7209259615580308,1,0,42,309,0,1
2457,Rabbit,Rabbit,113,Brown,Medium,19.663710459454784,1,0,66,76,1,1
535,Bird,Parakeet,44,Black,Large,23.20075772098688,0,0,69,31,1,0
1817,Cat,Siamese,169,Black,Small,29.785333838868148,1,0,44,264,0,0
2371,Bird,Parakeet,179,Brown,Large,2.037221047433122,1,0,38,488,0,1
1499,Cat,Siamese,49,Gray,Small,10.252273966311414,0,0,58,39,0,0
779,Bird,Parakeet,110,Black,Medium,7.249872868885296,0,0,55,235,0,0
2195,Dog,Poodle,90,White,Small,4.19499148735536,1,1,37,256,1,0
1520,Rabbit,Rabbit,19,White,Small,21.91255992732822,1,0,79,70,0,1
1557,Bird,Parakeet,29,Orange,Small,26.931282599880568,1,0,7,416,1,0
945,Bird,Parakeet,4,Black,Small,1.68416706564308,1,0,19,175,0,1
2142,Rabbit,Rabbit,156,Brown,Small,27.51881015513281,1,0,7,6,0,0
2040,Cat,Siamese,49,Orange,Medium,29.17397434732004,1,0,50,427,0,1
1185,Rabbit,Rabbit,23,Brown,Small,22.00720432394329,0,0,19,305,1,0
1123,Dog,Labrador,167,Gray,Medium,13.69174277707046,1,0,11,198,0,1
748,Bird,Parakeet,58,Brown,Medium,20.771779435865184,1,1,73,360,0,0
735,Rabbit,Rabbit,113,Orange,Medium,27.698215964612498,1,1,89,384,1,0
2275,Cat,Persian,90,White,Medium,15.976885915181825,1,0,38,333,0,1
2489,Bird,Parakeet,151,Black,Medium,5.970551057417821,1,0,69,335,0,1
2054,Dog,Labrador,2,Black,Medium,10.793855192304296,1,0,45,60,0,1
1079,Dog,Poodle,127,Gray,Medium,29.146085451126385,1,0,81,244,0,1
507,Cat,Siamese,13,Orange,Large,7.252683192048298,1,0,3,137,0,1
971,Bird,Parakeet,152,Brown,Small,15.233498736773242,0,0,67,406,1,0
1407,Dog,Labrador,50,Gray,Large,5.416417164962002,0,0,69,77,0,0
2011,Bird,Parakeet,31,Black,Small,1.5813339864443765,1,0,15,461,0,0
1232,Rabbit,Rabbit,32,Brown,Small,9.232467266130683,1,0,16,113,0,0
2213,Cat,Persian,98,White,Medium,15.865546537626052,0,0,48,17,0,0
1880,Cat,Persian,111,White,Large,25.06117484809485,1,0,45,277,0,0
1033,Rabbit,Rabbit,90,Black,Large,13.867341963860367,1,0,75,292,0,0
1448,Cat,Persian,173,Orange,Medium,27.19674418915845,1,0,10,64,0,1
1372,Bird,Parakeet,120,Orange,Large,28.11959859892201,0,0,4,103,0,0
2462,Cat,Siamese,78,Brown,Small,10.16413696312542,1,0,33,422,0,0
2050,Bird,Parakeet,13,Gray,Medium,15.321626675534908,0,0,45,24,0,1
1108,Dog,Poodle,161,White,Large,22.677876146891823,1,0,34,195,0,0
996,Dog,Golden Retriever,47,Orange,Large,7.681457073922368,1,1,82,330,0,0
1423,Cat,Persian,168,Brown,Medium,1.1416495145873062,0,1,42,111,1,0
2490,Cat,Persian,2,Gray,Medium,3.2904373816207197,1,0,1,473,1,1
1480,Cat,Siamese,46,Orange,Small,16.592822130897915,1,1,15,303,0,0
1841,Rabbit,Rabbit,136,Gray,Medium,11.83266859311457,0,0,72,298,0,0
1128,Rabbit,Rabbit,98,White,Medium,11.331246943509624,0,0,20,179,0,0
1484,Bird,Parakeet,148,Brown,Large,26.584817349602183,1,0,22,283,0,0
1873,Bird,Parakeet,119,Gray,Large,29.79035860886928,1,0,3,208,0,0
1325,Rabbit,Rabbit,145,White,Large,28.29522612949988,1,0,38,196,1,0
2348,Bird,Parakeet,34,Gray,Large,7.937473196309881,0,0,4,165,0,1
1104,Rabbit,Rabbit,85,Gray,Medium,24.74365750114156,0,0,76,493,0,0
1936,Bird,Parakeet,93,Gray,Large,1.5330487034820195,0,0,4,112,0,0
1213,Dog,Poodle,131,Gray,Small,17.56865714418593,1,0,62,314,0,0
774,Rabbit,Rabbit,133,Brown,Medium,5.615613435821065,1,1,63,183,1,0
891,Bird,Parakeet,111,Black,Small,5.315452721027104,1,0,33,217,0,0
1932,Dog,Golden Retriever,75,Gray,Small,17.23981647244318,0,1,15,353,0,0
564,Bird,Parakeet,30,Brown,Large,3.2932046083227955,1,0,67,423,0,0
590,Bird,Parakeet,86,Black,Small,11.403083566836864,1,0,43,102,0,0
2248,Dog,Labrador,91,White,Small,3.667550809453198,1,0,30,115,1,1
777,Rabbit,Rabbit,58,Black,Large,12.330112575927515,1,0,77,165,0,0
1467,Rabbit,Rabbit,106,Black,Large,21.9375112615977,1,1,57,111,0,0
1800,Dog,Labrador,38,Gray,Large,24.69301402143129,1,0,10,388,1,1
2408,Rabbit,Rabbit,48,Orange,Large,18.391427988834906,1,0,53,491,0,1
635,Bird,Parakeet,136,White,Large,14.415698794452371,1,0,73,203,1,0
1694,Dog,Golden Retriever,109,Black,Large,15.747295521433603,1,0,78,256,0,0
1668,Rabbit,Rabbit,107,Orange,Large,22.817720161358665,1,0,49,132,1,0
1379,Dog,Labrador,64,Black,Small,18.149199417543077,1,0,20,108,0,1
702,Bird,Parakeet,86,Orange,Small,26.773648987600573,1,0,88,140,0,0
2298,Rabbit,Rabbit,145,White,Large,1.4214899227137296,0,0,88,163,0,0
2372,Dog,Poodle,86,Orange,Small,16.31857162408755,1,1,67,390,0,1
1045,Bird,Parakeet,60,Orange,Large,17.22888881369699,0,0,68,295,0,0
1670,Cat,Siamese,50,Brown,Medium,17.069658737389954,1,0,10,210,0,1
1111,Cat,Persian,127,Brown,Large,5.913249660704163,0,0,61,462,0,0
886,Dog,Poodle,39,White,Small,21.238067465212183,1,0,67,409,0,0
1267,Bird,Parakeet,60,Gray,Large,25.87516022779485,1,0,69,283,1,0
1527,Bird,Parakeet,90,Black,Small,11.70064076707494,1,0,25,234,0,0
1876,Rabbit,Rabbit,144,Gray,Small,6.656586944854537,0,1,1,236,0,0
2377,Dog,Labrador,169,White,Medium,14.661428155033834,1,1,79,296,1,0
634,Rabbit,Rabbit,117,Brown,Small,17.91936023917864,1,0,62,176,0,0
879,Rabbit,Rabbit,97,White,Medium,4.051367101906922,1,0,56,232,1,1
1148,Dog,Poodle,168,Gray,Medium,6.665409864609643,1,0,56,253,0,1
2214,Cat,Persian,17,Gray,Medium,28.09382395245243,1,0,12,271,0,1
614,Bird,Parakeet,163,Black,Small,20.997908900463663,1,0,35,477,0,0
1193,Bird,Parakeet,12,Gray,Medium,17.98127751142596,0,0,15,289,1,1
906,Dog,Labrador,149,Gray,Medium,15.601891827641902,1,0,65,430,0,1
2456,Dog,Poodle,146,White,Small,14.71194312199277,0,1,64,215,0,1
1707,Cat,Persian,179,Orange,Small,9.001920640551825,1,0,48,28,0,0
2197,Rabbit,Rabbit,139,Brown,Small,5.536380645826953,0,1,55,223,0,0
2433,Rabbit,Rabbit,162,Orange,Large,15.00734381090298,1,0,49,89,0,0
1306,Bird,Parakeet,156,Gray,Medium,18.71122160969398,1,0,11,367,1,1
1103,Rabbit,Rabbit,89,Brown,Medium,6.508050220680415,0,0,63,80,0,0
2500,Cat,Persian,83,White,Large,8.57610884115389,1,0,76,64,1,0
1465,Bird,Parakeet,136,Black,Small,12.084882280420253,0,0,34,212,0,0
1419,Dog,Labrador,8,Orange,Large,1.2836020288670942,1,0,21,416,0,1
2168,Cat,Siamese,134,White,Medium,17.72961497433143,1,1,62,464,0,0
1136,Rabbit,Rabbit,57,Gray,Medium,23.304124561711674,1,0,6,465,0,1
1779,Cat,Siamese,179,Black,Medium,23.60703319506259,0,1,10,210,0,0
1615,Dog,Poodle,104,Orange,Large,27.713719364141923,1,0,23,191,1,0
1727,Bird,Parakeet,111,Orange,Large,8.388260003529982,1,0,61,300,0,0
608,Bird,Parakeet,143,White,Large,23.421863060661806,1,0,27,325,1,0
2085,Cat,Persian,165,Gray,Small,7.914388189651025,1,0,14,39,0,0
2319,Dog,Poodle,132,Orange,Medium,19.341693869932843,0,0,14,340,1,0
2205,Dog,Poodle,154,Gray,Medium,22.06840564378526,1,1,55,49,0,0
1035,Cat,Persian,126,Orange,Medium,12.928578419605866,1,1,20,142,1,0
1689,Cat,Persian,77,White,Small,20.01325295131521,1,0,44,169,0,0
1457,Dog,Labrador,166,Gray,Small,3.867326937216889,0,0,70,226,1,0
1411,Bird,Parakeet,20,Orange,Medium,10.752934737998745,1,0,72,368,1,1
1915,Dog,Labrador,156,Black,Large,11.5202468609868,1,0,77,360,0,1
688,Dog,Poodle,124,White,Small,6.071634149651016,1,0,7,9,0,0
892,Rabbit,Rabbit,136,Brown,Medium,23.500296396779675,1,0,48,87,1,1
2163,Dog,Golden Retriever,15,White,Medium,20.750453240182917,1,1,77,63,0,1
1583,Cat,Persian,163,White,Small,3.271484599327335,0,0,1,362,0,0
587,Rabbit,Rabbit,150,White,Small,6.558468246077956,1,0,3,204,0,0
1243,Dog,Labrador,21,Orange,Small,25.68657385349975,1,0,53,125,0,1
1303,Dog,Labrador,162,Brown,Medium,16.776868993542692,1,0,42,448,1,1
1606,Rabbit,Rabbit,108,Brown,Small,8.026506546813529,1,0,54,258,0,0
502,Dog,Golden Retriever,136,Orange,Medium,2.0762862789067658,0,0,85,385,0,0
998,Dog,Labrador,47,White,Medium,29.47501706102212,1,0,44,383,0,1
1388,Rabbit,Rabbit,68,Brown,Large,25.797273193120954,1,0,86,213,0,0
885,Rabbit,Rabbit,30,Gray,Small,13.009813922793851,1,0,57,213,0,0
1819,Dog,Golden Retriever,35,Brown,Small,2.4632115479835885,1,0,46,385,1,0
1230,Rabbit,Rabbit,110,White,Small,13.042581689611795,1,1,2,373,0,0
1355,Cat,Persian,83,White,Small,16.528646663148805,1,0,43,190,1,0
628,Cat,Siamese,125,White,Medium,7.889240422465326,1,0,39,296,0,1
1482,Cat,Persian,136,White,Large,3.099292549665,1,0,81,292,0,0
661,Cat,Persian,162,Gray,Large,12.118248045327956,1,1,11,485,0,0
895,Cat,Siamese,72,Gray,Small,28.695664668738388,1,1,4,239,1,0
802,Bird,Parakeet,36,Black,Large,14.399140942347112,1,0,6,109,0,0
1072,Dog,Golden Retriever,82,Gray,Medium,7.392698661885805,1,0,74,145,0,1
536,Rabbit,Rabbit,36,Black,Small,7.095567092846545,1,0,77,135,1,0
1938,Dog,Poodle,18,White,Small,9.740362077224418,0,0,13,371,0,0
863,Dog,Poodle,89,Gray,Large,13.82772828345625,1,0,78,314,0,0
812,Rabbit,Rabbit,149,Orange,Small,25.23066651176752,0,1,37,296,1,0
905,Dog,Labrador,10,Black,Medium,19.33155042502167,1,1,76,431,0,1
2235,Bird,Parakeet,137,Gray,Small,25.498960398111432,1,0,19,487,0,0
630,Bird,Parakeet,169,White,Medium,9.296607738906555,0,0,9,6,0,0
2309,Bird,Parakeet,26,Brown,Medium,14.629374605076038,0,0,50,298,0,0
725,Bird,Parakeet,34,White,Medium,11.442889292681285,0,0,5,370,0,0
2384,Rabbit,Rabbit,25,Gray,Small,7.625675701593687,1,0,56,47,0,0
1487,Bird,Parakeet,90,Orange,Small,29.22763041841633,0,1,27,13,0,0
1338,Cat,Persian,142,Black,Medium,3.861871605037698,0,0,13,329,0,0
1023,Dog,Labrador,69,Orange,Medium,4.259192036454249,1,0,42,333,0,1
1158,Bird,Parakeet,20,Gray,Small,9.865361938504169,1,0,59,308,0,1
780,Dog,Labrador,139,Black,Medium,7.411075031605763,1,0,55,313,0,1
1392,Rabbit,Rabbit,125,Orange,Medium,18.47079218598184,0,0,40,43,0,0
876,Rabbit,Rabbit,22,Black,Large,23.110891136233903,1,0,25,51,0,1
2017,Bird,Parakeet,54,White,Large,1.232236079539703,0,0,8,398,1,0
862,Cat,Siamese,150,Brown,Small,13.362633804699351,0,0,68,242,0,0
504,Rabbit,Rabbit,123,Gray,Large,20.49809976164308,0,0,28,14,1,0
696,Bird,Parakeet,116,Gray,Large,29.872952729058493,0,0,46,402,0,0
2035,Dog,Labrador,65,Brown,Small,15.60497820123444,1,0,15,337,0,1
1286,Dog,Poodle,58,Black,Large,22.68031671488383,1,1,26,379,0,0
1154,Cat,Persian,49,Orange,Small,20.220786249566245,1,0,38,270,0,0
749,Rabbit,Rabbit,21,Orange,Small,26.7738220287579,1,0,28,282,1,1
741,Cat,Persian,129,Orange,Medium,16.12964223964063,1,0,32,228,0,1
881,Bird,Parakeet,118,White,Medium,19.427409700386185,1,0,1,122,0,1
2094,Cat,Siamese,12,Black,Large,20.59367785208177,0,1,79,261,1,0
1222,Bird,Parakeet,8,White,Small,15.993182213081552,0,0,53,374,0,0
887,Rabbit,Rabbit,108,Black,Large,8.779260408747012,1,0,65,326,0,0
1628,Bird,Parakeet,165,White,Medium,29.843231429436266,1,1,34,194,0,0
1293,Dog,Poodle,69,Brown,Large,28.92385739116309,1,0,20,355,1,0
834,Bird,Parakeet,124,White,Large,9.520039648975498,0,0,50,92,1,0
602,Bird,Parakeet,134,Brown,Small,27.615406922338742,0,0,46,237,0,0
512,Dog,Golden Retriever,172,Brown,Large,5.28772069800913,1,0,4,76,1,0
1929,Rabbit,Rabbit,82,White,Medium,3.322595780463676,0,1,48,466,1,0
2001,Dog,Poodle,28,Brown,Small,2.163613987569275,1,1,21,281,1,0
2282,Dog,Poodle,82,Gray,Medium,29.70236133365586,1,0,8,217,1,1
2407,Dog,Labrador,68,Black,Medium,9.634870456495086,1,0,59,133,1,0
1430,Bird,Parakeet,147,Gray,Small,14.834398530201284,1,0,21,220,0,0
1099,Bird,Parakeet,165,White,Small,18.215808968113464,1,0,83,301,0,0
1839,Rabbit,Rabbit,37,Orange,Small,19.282110933059275,1,1,44,148,0,0
1767,Cat,Siamese,154,Brown,Small,10.952041859011224,0,0,88,129,1,0
1603,Dog,Golden Retriever,73,Brown,Large,14.051505986062873,1,0,29,384,1,0
849,Dog,Labrador,12,White,Medium,26.770621301259,0,1,8,142,0,1
1486,Rabbit,Rabbit,97,Black,Small,21.615935583355707,1,0,22,325,0,0
1025,Bird,Parakeet,64,Black,Large,15.279651016925737,1,0,31,481,0,0
2210,Rabbit,Rabbit,29,Brown,Small,10.345551420765055,1,0,89,373,1,0
2420,Bird,Parakeet,88,Orange,Medium,3.7208342994678514,1,0,28,447,0,0
2466,Bird,Parakeet,162,Brown,Large,19.22777689548697,1,0,9,205,0,1
1861,Cat,Siamese,142,White,Large,12.677465039365938,1,0,23,111,1,0
2442,Dog,Golden Retriever,81,Orange,Large,14.88070124596522,0,0,37,14,1,0
1855,Rabbit,Rabbit,158,Brown,Large,18.597970344068905,1,0,21,60,0,0
1492,Rabbit,Rabbit,106,Orange,Large,14.576116314251337,0,0,34,422,0,0
1582,Rabbit,Rabbit,12,Gray,Medium,28.05036711727675,1,0,8,60,0,1
1109,Rabbit,Rabbit,178,White,Large,16.94317198671458,1,0,49,202,0,0
2208,Dog,Golden Retriever,108,Orange,Medium,23.18148607256559,1,0,84,90,0,1
2388,Bird,Parakeet,126,Brown,Medium,4.432504607687642,1,0,69,403,1,0
1473,Cat,Persian,35,Brown,Small,13.925061917155649,0,1,72,112,1,0
1262,Dog,Labrador,133,Black,Small,2.019552769406541,0,0,21,104,0,0
798,Dog,Labrador,153,Black,Large,26.60187171767632,1,0,23,179,0,1
1521,Dog,Labrador,76,Brown,Large,11.228042484922304,1,0,31,455,1,1
1570,Bird,Parakeet,155,Orange,Large,8.522592425253762,1,0,1,213,0,0
685,Dog,Labrador,17,Orange,Medium,1.7966463128765606,0,1,47,457,0,1
1650,Rabbit,Rabbit,116,Orange,Medium,4.047828956195511,1,0,87,252,0,1
991,Bird,Parakeet,45,Gray,Small,1.952844234471494,1,0,82,397,0,0
1095,Dog,Labrador,82,Gray,Small,17.06512854646997,1,0,39,120,1,1
2190,Rabbit,Rabbit,16,Brown,Large,26.823617645532806,1,0,16,437,0,1
1593,Dog,Golden Retriever,152,White,Large,14.4429911186744,1,0,12,30,0,0
792,Bird,Parakeet,38,Orange,Medium,4.352562707733854,1,0,1,295,0,1
2080,Bird,Parakeet,92,Black,Small,23.381705232982085,1,0,65,338,0,0
582,Bird,Parakeet,151,Gray,Small,4.39250834517247,0,1,32,216,0,0
1673,Rabbit,Rabbit,125,Gray,Medium,1.1472855762960892,1,0,84,411,1,1
1506,Dog,Poodle,167,Orange,Large,25.662455142688916,0,0,18,76,1,0
932,Cat,Siamese,111,White,Small,5.074711790149205,1,0,36,335,0,0
1845,Bird,Parakeet,1,Orange,Medium,21.70312706850134,1,1,25,279,0,1
558,Cat,Persian,118,Black,Medium,8.559579574477214,0,1,6,118,0,0
2412,Bird,Parakeet,149,Orange,Large,18.71494242198866,1,0,15,209,0,1
2303,Rabbit,Rabbit,139,White,Medium,29.494788766773933,0,0,63,334,0,0
1930,Rabbit,Rabbit,98,Gray,Medium,6.311916295420486,1,0,8,270,0,1
1771,Rabbit,Rabbit,96,Gray,Small,9.255945084783878,1,1,74,305,0,0
847,Dog,Poodle,119,Brown,Medium,18.43164385449278,1,0,67,190,1,1
1425,Bird,Parakeet,76,Gray,Medium,4.082076835545538,0,0,68,191,1,0
1548,Dog,Golden Retriever,168,Black,Large,8.213036419928114,1,0,66,458,1,0
583,Dog,Labrador,154,Black,Small,14.144756361895618,1,1,39,161,1,0
2278,Rabbit,Rabbit,173,Gray,Large,5.712953697956345,1,0,15,416,0,0
1909,Cat,Persian,52,Orange,Small,16.055728147661675,1,0,1,82,0,0
2014,Bird,Parakeet,137,White,Small,25.762113812230904,0,0,43,172,1,0
1059,Bird,Parakeet,163,White,Small,19.19210997329761,1,0,56,302,1,0
1748,Bird,Parakeet,91,Orange,Small,28.363041223832877,1,0,84,466,0,0
1131,Cat,Persian,85,Black,Large,18.87097883058776,0,1,47,396,1,0
2112,Cat,Siamese,79,Orange,Small,9.64314063073908,1,1,31,57,0,0
1327,Cat,Siamese,137,White,Large,17.364221550269527,0,1,14,423,1,0
1637,Cat,Persian,146,Orange,Small,8.987467205544712,1,1,13,245,1,0
1141,Dog,Golden Retriever,112,Gray,Medium,7.156047943279918,1,0,13,229,0,1
1317,Rabbit,Rabbit,47,Orange,Medium,18.056167495158345,0,0,28,78,0,0
968,Dog,Poodle,63,Orange,Small,6.245361208334755,1,0,16,427,0,0
1436,Dog,Labrador,51,Gray,Large,24.244644360853187,1,1,64,220,1,0
855,Bird,Parakeet,126,White,Small,17.296495189803938,1,0,41,449,0,0
523,Dog,Golden Retriever,86,White,Small,8.475576157915746,1,0,30,405,0,0
1043,Dog,Labrador,41,Orange,Large,20.09358826593421,1,0,35,453,0,1
889,Bird,Parakeet,25,White,Medium,6.084692999928938,1,0,21,455,1,1
1044,Dog,Poodle,174,White,Small,9.316239449178626,1,1,85,150,0,0
